	funny	useful	review_id	text	business_id	ID_bus	stars	date	user_id	cool	total_sentiment	coffee&tea_sentiscore	coffee&tea_total_business_score
8689	0	0	SawPqHIeXzsTNocr10t58Q	really great pizza there last night with skinned potatoes carmelized onions instead bacon sausage delicious small enough person also caesar saladmeh enough dressing would definitely come back more pizza friend chicken pizza liked	v2tjswIV3e0c8o7_7MwYmg	v2tjswIV3e0c8o7_7MwYmg	4	42029.63989583333	qwn0KVWVL5pB8_TIns62MA	0	Sentiment(polarity=0.18636363636363634, subjectivity=0.5424242424242425)	0.0	-0.0011123470522803114
1340	1	3	1Giji3OfXmEcLTgYyGF3nQ	cant believe havent written review this place usually come here once week saturday sunday have year forever guys they have vegan menu seriously stuck tofu scrambles have wanted their vegan french toast made with vanilla custard while never that adventurous hate sweet stuff morning only thing have tried didnt like their vegan breakfast burrito plain love their veggie omelet veggie scramble their eggs benedict with meat most people dont know switch your rosemary potatoes sweet potato mushroom hash good bacon brown boyfriend loves these bacon brown potato cake with bacon cheese inside also loves their sunrise sandwich bacon instead sausage they have breakfast pizzas brizzas mutli grain pancakes theyre delicious tons other options they source their vegetables from local farms their iced teas quality expect about breakfast minute wait your food even when theyre packed always leave happy	8Zqh2jwtncA3N4fWEMTvZQ	8Zqh2jwtncA3N4fWEMTvZQ	3	41332.76644675926	e_Rmm18fK11D9-2_uzd4XQ	1	Sentiment(polarity=0.1860863095238095, subjectivity=0.5905505952380953)	0.0	0.018909899888765295
337	2	1	IV23oYm4jnW7rkRpZInYOg	okaysoive tried this place twice first time saturday before easter sunday understand they were extremely busy because easter didnt mind waiting hour prior being seated because understood walk also speaking with another customer said shes been coming here like admit impressed wanted their service tried their deluxe pedicure includes anything pedicure plus salt treatment callus eliminator cooling towel french design enjoyed treatment though wait super relaxingno conversation workers seemed overworked tired ready door mind male workers brought pizza from little ceasars doors down anywhotoday visit went wanting that relaxing pampering treatment from before since felt deserved treat give myself break from work kids running errandsi signed told pick color seated less than minutes thought awesome faster than before literally there cross referencing calendar paid bills made appointments kids etci realized toes were like prunesand minutes passed byoh normally patient person customer care addressed since checked offered magazine water etci impatient quickly very impressed from first experience despite what others have said this because there were three other women there besides this first walk business literally took pruned soaked toes water walked instead relaxing rejuvenating experiencei upset highly disappointed will returning still need relaxing experience great nail salon pedicure elsewhere ciao	ve9zM6VNkDSNXd_OKayuwQ	ve9zM6VNkDSNXd_OKayuwQ	1	41402.076365740744	WmFSMaBKepiZ1OIDeugyuw	2	Sentiment(polarity=0.18535879629629634, subjectivity=0.5061342592592593)	0.0	0.0
860	4	3	CZUgPjl3TixAoLses5_57g	arrogance ignorance dont know dont care home considered options stuffed pizza from oreganos that sounded good called ordered pizza know this pizza takes like hour super happy server asked said left place missouri avenue street closed central avenue closed avenue closed parade oreganos thank calling oreganos that pizza teddy wont able pick oreganos that because streets that lead your restaurant closed wouldnt tell that oreganos thought that parade would over laughing could youoh just kidding literally while hungry entire minutes life never back oreganos didnt know didnt carethat parade lights parade closed access their restaurant fool over over again love stuffed pizza oreganos come back some point point itll months year from instead week kind customer service love that pizza youll have difficulty getting here until that kind customer service could south could north delicious pizza from rosattis missouri fabulous	dUffgo9Lh_Vk9TLuFR5ywg	dUffgo9Lh_Vk9TLuFR5ywg	1	41618.52730324074	t7b1lU39lHosuU9_U4jeuQ	2	Sentiment(polarity=0.18472222222222223, subjectivity=0.425)	0.0	0.0
7956	1	2	OE4ghQjd30kLs6n8VLqWYw	hidden track description danielle middlebrook craig dziadowiczs pair fledgling businesses downtown phoenix both located ground floor monroe building along light rail tracks hidden track cafe sister business hidden track bottle shop pretty bold statement confidence area downtown that hasnt always been hospitable hospitality industry particularly weekend follow variety social media accounts belonging downtown phoenix advocacy groups downtown phoenix ambassadors particular have heaped enormous praise craig danielles cafe breakfast lunch spot given that positive albeit sparse reviews from fellow yelpers decided give hidden track lunch saturday south side monroe street just west avenue youll find hidden track cafe virtue patio seating area bottle shop next door sells variety wines with occasional wine tastings came here cafe specifically interior cafe tiny with seating most while patio more comfortably seat crowd least double that ever growing menu items offered displayed high behind counter lengthy chalkboard your examination youll also notice cheese display case front from which cheeses straight incorporate them into your food items fact menu itself pretty strong cheese tilt with everything from cheese boards flatbread pizzas grilled cheese sandwiches catch drift youre cheese theyve covered they also sell soups coffee even enjoy wine bought bottle shop next door cafe small corkage coffee drinker opted their infusion green iced sourced from tempe lunch grilled cheese sounded like perfect ordered grilled cheese with everything what constitutes everything this case gruyere cheese toasted bread from valleys noble bread company tomato hatch green chilis avocado chorizo from valleys schreiner sausage company total cost grilled cheese came about almost time meal arrived sandwich piping cheese still melty gooey glory taste superbly satisfying cheese avocado great mellowing punch chilis chorizo without taking away their character portion cheese this sandwich very generous thick delicious noble bread held everything place throughout gave sandwich that extra crunchy texture great grilled cheese sandwiches time this certainly among better ones great first impression simple steadily more ambitious place have little doubt hidden track gets steady stream regulars during work week whether that will carry into their weekend hours when much this corner downtown seems deserted remains seen leave coffee drinkers whether this place stack against dozens dozens coffee shops downtown back that cheese	2mg19CtQH8ClaFCHf71x5A	2mg19CtQH8ClaFCHf71x5A	4	43127.823125	WMMI5Q4Rmm1Rqdu0jOvyhQ	3	Sentiment(polarity=0.18451960076960072, subjectivity=0.5024202340869008)	0.0	0.0011123470522803114
7956	1	2	OE4ghQjd30kLs6n8VLqWYw	hidden track description danielle middlebrook craig dziadowiczs pair fledgling businesses downtown phoenix both located ground floor monroe building along light rail tracks hidden track cafe sister business hidden track bottle shop pretty bold statement confidence area downtown that hasnt always been hospitable hospitality industry particularly weekend follow variety social media accounts belonging downtown phoenix advocacy groups downtown phoenix ambassadors particular have heaped enormous praise craig danielles cafe breakfast lunch spot given that positive albeit sparse reviews from fellow yelpers decided give hidden track lunch saturday south side monroe street just west avenue youll find hidden track cafe virtue patio seating area bottle shop next door sells variety wines with occasional wine tastings came here cafe specifically interior cafe tiny with seating most while patio more comfortably seat crowd least double that ever growing menu items offered displayed high behind counter lengthy chalkboard your examination youll also notice cheese display case front from which cheeses straight incorporate them into your food items fact menu itself pretty strong cheese tilt with everything from cheese boards flatbread pizzas grilled cheese sandwiches catch drift youre cheese theyve covered they also sell soups coffee even enjoy wine bought bottle shop next door cafe small corkage coffee drinker opted their infusion green iced sourced from tempe lunch grilled cheese sounded like perfect ordered grilled cheese with everything what constitutes everything this case gruyere cheese toasted bread from valleys noble bread company tomato hatch green chilis avocado chorizo from valleys schreiner sausage company total cost grilled cheese came about almost time meal arrived sandwich piping cheese still melty gooey glory taste superbly satisfying cheese avocado great mellowing punch chilis chorizo without taking away their character portion cheese this sandwich very generous thick delicious noble bread held everything place throughout gave sandwich that extra crunchy texture great grilled cheese sandwiches time this certainly among better ones great first impression simple steadily more ambitious place have little doubt hidden track gets steady stream regulars during work week whether that will carry into their weekend hours when much this corner downtown seems deserted remains seen leave coffee drinkers whether this place stack against dozens dozens coffee shops downtown back that cheese	2mg19CtQH8ClaFCHf71x5A	2mg19CtQH8ClaFCHf71x5A	4	43127.823125	WMMI5Q4Rmm1Rqdu0jOvyhQ	3	Sentiment(polarity=0.18451960076960072, subjectivity=0.5024202340869008)	0.0	0.0011123470522803114
3058	0	0	dR8HsqKIbO1fMndwCNcoqw	started suicide plate still here think just have accept that either burned palette general public cant tell really spicy from hole ground macho thing peppers anti drug heart racing cold sweats paranoia that youre never coming down while this isnt bava choco panda still good shit taste tour instructions filling menu very nice introduction what reviewer called food court fight have agree came from scotland afternoon chinese restaurants opened chinese food evening item first time mall just have just wasnt done very british neither mixing with order from italian could have invented mamma bandidos years backd keeping that history mind ready love this place after reading reviews after pollo diablo jerk rice jerk chicken black bean plate will marry this store prop doesnt mess that still cheat with pizza metro think italian part will understand pollo diablo crispy better than buffet attempt most chinese eateries tough middle full garlic damn good good that glad recipe that food network site plan make this soon rice beans their again better than expected they doing better rice than most mexican better stir than most chinese better jerks than team jamaican weightlifters short dont care about canteen feeling cutlery dishes hand take leftovers should ever leave these parts really adds greater whole wall smile believe seen from space	cHdJXLlKNWixBXpDwEGb_A	cHdJXLlKNWixBXpDwEGb_A	5	39717.088483796295	c0cwsmq9LGkKW8RrlTVJjQ	0	Sentiment(polarity=0.1843783068783069, subjectivity=0.40310846560846564)	0.0	0.0
3067	0	0	StbrJsAPJjj6qGCiIoWUSA	herb flavors clean modern looking down restaurant that serves food made with organic ingredients menu extensive with allot choose from whether carnivore vegetarian vegan they have dishes from most major ethnicities course american dont know what feel like eating with group people that wants different styles food should probably come here water they serve crisp refreshing because flavored with cucumber lemon people around were eating pizza pasta mediterranean dishes that looked great ordered sloppy made with grass beef organic tomatoes onions american cheese came with side steak fries organic ketchup sloppy front just kids like them extra sloppy sloppy just think less grease because sauce meat doesnt leave much that orange stain plate usually with sloppy joes this both good healthier which good because vehicle through which flavor travels meat sauce sweeter than would like added some salt counter sweetness sandwich wasnt wasnt great either fries were just right crispness outside right softness inside color perfect shade light yellow with slight browning edges added some salt until they were just right service very good water always full always looked after make sure everything going alright with dining experience check delivered picked quickly would come here again neighborhood would order something else like pitas hummus pasta that someone else have	PWW_jT4tHP_r1S18ePJyTQ	PWW_jT4tHP_r1S18ePJyTQ	3	41263.12001157407	xE9ULcRwsw0kg00oEfCMGg	0	Sentiment(polarity=0.18398434148434148, subjectivity=0.48779064779064785)	0.0	0.0
4952	0	0	Rwptj7YhND0qCTRwmf-bNw	honest more than snob when phoenix three places pizza thats about very picky about what opinion constitutes good pizza dont stray from occasionally explore other pizza places they might make rare that list expands stumpys honestly wouldnt have given second look except card good there theyre neighborhood sorta when mentioned doing dinner there pulled them here yelp pleased ratings have admit that little dubious dads taste restaurants very dubious when mention their belt pizza oven there were many positive reviews that willing especially since buying dinner first impression atmosphere there really isnt looks like lunch place like subway four tables chairs place least they werent slide benches small amount indoor seating monday more than enough some outdoor seating think they good amount business with deliver pick place your order counter immediately what wanted special slices item pizza soda pepperoni hawaiian they were good also slices though wasnt able identify what abomination wife cold meat lovers cold italian also ordered pizza crisp essentially cheesy bread pizza which very good there were complaints aside from plenty leftovers hadnt lunch pretty much inhaled slices which spot slices were quite good though wanted double pepperoni didnt have much delivered slices would have liked have automatic knee jerk reaction hatred those belt pizza ovens thats because theres this chain area where live that leases ovens other apparatus making alleged pizza that absolutely horrible example what pizza should here that oven works stumpys pulls very good thin crust pizza wont argue with success just happens that normally prefer thicker pizza which requires more traditional pizza oven longer bake time bonus iced fans three kinds straight black green blended black latter some great flavors still when comes stumpys definitely recommended when back phoenix good likelihood that returning lunch some time	pCWg4B0R5gauQR4SJ9VDmw	pCWg4B0R5gauQR4SJ9VDmw	4	43396.04172453703	E69Ad5wCmQX4NbuFnQvnSw	0	Sentiment(polarity=0.18224044633527398, subjectivity=0.524888789371548)	0.0	0.0
4705	9	22	68udOctBCiC0zLnGgHVVjw	just done with lunch scramble sunnyslopes newest breakfast spot theyve only been open since monday this their fourth operation expect some adjustments will happen over time here initial thoughts after visit theyve definitely improved peep interior this contemporary look perfect neighborhood kind like sauce where file past menu boards approach register order youll given number place your table food delivered theres island station drinks condiments ketchup tabasco silverware although cups paper chairs silver resemble plastic lawn furniture made from lightweight metal caution they very noisy when they clank against another drag chair move necessarily seat would want settle into were here right there large mounted throughout dinning area which have mixed feelings about very distracted closed caption because sucker enough believe when they alert breaking news lunchmate tried their signature breakfast pizzas called brizzas puffy crust covered with creamy scrambled eggs ours topped with mushrooms decorated with leaves spinach fresh sprigs thyme melted cheese while eggs were perfect pizza have flavor punch expected that said eggs were very good looking forward trying omelet breakfast burrito another visit although sure will next because cinnamon rolls which baked fresh daily house pancakes buttermilk multigrain caramelized banana vanilla peach seasonal berry chocolate chip peanut butter chip divert attention also santa eggs benedict ingredients jalapeno corn bread blackened chipotle hollandaise tempting scramble open from they have some lunch offerings served after also split simple salad butter lettuce tomato avocado onion with lemon vinaigrette salad fine tasty fresh ingredients spied some more thyme salad chocked full avocado dont think portion enough satisfy meal that made price seem little steep looking forward walking scramble lazy morning taking advantage outdoor seating along street while coffee read paper chow down some pancakes scramble welcome neighborhood glad have	8Zqh2jwtncA3N4fWEMTvZQ	8Zqh2jwtncA3N4fWEMTvZQ	4	39856.865648148145	u0JoB0Vm1ZhwF8nysxPnfg	18	Sentiment(polarity=0.18205840455840452, subjectivity=0.5068386243386244)	0.0	0.018909899888765295
2015	1	2	L0Cf9OXUvfxtPSmPyAk1OA	bummed when hole closed their original location roosevelt street understandably tonya saidis business grown their tiny location roosevelt they needed bigger space grow fortunately they found barely mile north their original location street south thomas hadnt made their location untilwhats that national yeah time visit their location business occupies what previously miss anitas shop mamma toledos seems like obvious replacement when walk space probably times size their location almost feels more like coffee shop than shop furniture decor feel more like down coffee shop dont worry front counter there remind what made tonya famous valley display case front showcases wide variety pies other baked goods made fresh house tonya staff they also feature staples coffee shop including requisite cappuccino machine they source their coffee locally from tempe vendor this most sacred days decided couple mini pies raspberry tart lime there were also number other options available that including coconut creme chocolate creme peach cobbler many others total mini pies both pies were good remember from location super tasty filling middle with firm flavorful crust outside lime especially outstanding along with chocolate creme favorite pies from tonyas place theyll still take orders whole pies pickup including thanksgiving when they crazy busy still pies slice addition coffee seems that they starting venture into other food items including various breakfast items pies guess well things evolve from here pretty cool local food truck business favorite grown just pizza people short leash grew into brick mortar sector mamma toledos dont worry tonya still food truck still uses often pies staff just awesome when just food truck over their location grab slice when national rolls around next time youll know what	9O-L6F0cMfNmE5i07pN_xQ	9O-L6F0cMfNmE5i07pN_xQ	5	42028.084965277776	WMMI5Q4Rmm1Rqdu0jOvyhQ	2	Sentiment(polarity=0.18181216931216929, subjectivity=0.48564814814814816)	0.0	0.0
1529	0	0	GovOKn29gc5tXQnXVcvtTg	have never been disappointed oreganos friend were going there about once month year half while were school never been here introduced have been there several times this favorite locations tasters tried toasted ravioli espaniol boom guaca tony lawrences stuffed mushrooms ravioli divine with nice kick cheese marinara favorite marinaras have tasted boom rich creamy chips actually thin crust pizza with cheese there words describe absolutely wonderful guaca tony same thin crust pizza smear guac from what hear guac phenomenal stupid allergies prohibit tasting stuffed mushrooms more meal than taster meatier than imagined rich delicious tasters just know that they huge that plan dessert important have plenty people share with unless plan eating lunch dinner regards wings husband thoroughly enjoyed wings fire says that they different kind more black pepper than sauce says that they were surprising that they were good change salads like everything else menu huge little different julius caesar dressing that caesar with little different kick normally extra dressing there flavor every bite when chicken finally sliced never bite without chicken usually share this with daughter because just person husband said that beefstro antipasto thing both best salads ever this high praise since tends like going every time have gone since compares every salad comes contact with salads from oreganos taste other salads become ruined father says that southwestern shrimp caesar better than ever imagined shrimp tasty that even liked daughter started trying steal salad have tried sandwiches sort accident italian stuffed fresh grilled italian sausage mother meant order fresh grilled italian sausage accidentally said italian stuffed when came said delicious that wanted sausage mentioned waitress waitress reordered sausage sandwich wrapped take home didnt even charge think this really says something about level customer service that have seen every time tasted both mother rarely impressed suggested this place numerous times based this dessert pizzas great normally dont like thin crust feel that they pack read review that aunt margarita flavor which thought definitely isnt greasy some pizzas some darn good flavor tomatoes always done just right give that juicy tomato quality daughter always gets pasta with pesto sauce loves pesto enjoys pesto penne bake truly love ziti since flavorful huge enough three meals dont really like their alfredo dark isnt worst alfredo that have dessert have only ever their pizza cookie dont reason change this future have pizza cookie many places that even close yummy ones oreganos will definitely find oreganos again soon	dUffgo9Lh_Vk9TLuFR5ywg	dUffgo9Lh_Vk9TLuFR5ywg	5	40854.04728009259	Nkne0ukWVrzL3HFf1JuOmw	0	Sentiment(polarity=0.18124819624819624, subjectivity=0.5992532467532468)	0.0	0.0
6689	0	2	vaYycu6doP-2aDaINzYbAQ	complete utterly heaven going here really empty stomach your best betbecause will want every single last crumb your pizza dough wellbecause dough will fill fast touch molasses they what really makes this best heaven dont know else describe since find myself having wipe drool chin each time think here friends started with their garlic parmesan pretzels they make these with same dough they make pizzas garlicky just right amount parmesan mmmmmmm philosophers which mushrooms sliced steak kalamata olives artichoke hearts garlic olive base rather than sauce sweet sassy molassy always liked pizza pretty plain think marghuerita have have sauce pizza since usually without this this perfect afraid would overpowering with garlic base nope made best leftovers heated oven microwave days after bringing home servers were super friendly well thanks probably better that dont live closer because rolling ball dough	HjXI6lKGPVNQ8dYJPtaOCg	HjXI6lKGPVNQ8dYJPtaOCg	5	41090.99444444444	_CDP0zqXE3iqMYGitD_NjA	0	Sentiment(polarity=0.18056526806526804, subjectivity=0.5332875457875458)	0.0	0.0
7845	11	10	nMEE4UJthsPC5F2ZqDxojg	creep factor prerequisite must names that being with letter theyre abundance chars amandas birthday awesome went with amandra nathan kevin dottsy awesome able walk place instead driving other side valley this place most courteous people working there turned when went drink knew owner pizza place right next house closed down havent decent pizza since this mixed crowd which always gives extra star afraid only cracker there noooooo there white shorts trying dance with creepy anthony starts with rubbin sitting table asking youre single sexually stimulate yourself this pick line hadnt been told about drinks were priced fairly strong guessing everyone around service quick super friendly cover charge more than reasonable awesome cover band which usually hate actually white dance floor dancing brady bunch thumb thing more like elaine whichever blast this place that will regularly felt comfortable there despite creepy rubbin	kn5Zd5FApH3PYGN8tw6bSQ	kn5Zd5FApH3PYGN8tw6bSQ	5	39712.3924537037	tJ1qdNdG0tZywbgH9uw9qw	9	Sentiment(polarity=0.1804811507936508, subjectivity=0.5676816239316239)	0.0	0.0
6682	2	3	hyepXJpdDy73q-JUwnAkOQ	expectations high really wanted like this place location great court yard area wonderful with that said have have great food staff back service slow dishes were dirty they never came clear plates when were finished seemed like they just were well trained pizza ordered just burger came well done when ordered medium ceaser salad blandest worst salad have ever tasted very over priced what options have choose from maybe this will just drinking happy hour place mnss review team	dThrFTK_bqo1woPvUgY70g	dThrFTK_bqo1woPvUgY70g	2	42522.76155092593	q5GCFBpFynCqwaTQpFeGjQ	1	Sentiment(polarity=0.18000000000000002, subjectivity=0.5936111111111112)	0.0	0.0011123470522803114
5946	3	2	7mUcnYKbptdlVGMAM9QzpQ	solid stars they have counter service slices seated handed menu instead times been here just trying quick slice lunch owner reached assured there express counter order from give again soon when want pizza slice lunch theres usually main reasons driving that decision other than love pizza want fast meal order counter leave moment done lunch break time precious every minute counts chase down server each time want inexpensive meal with need extra tipping full service waiter waitress this slice pizza were talking about less than dollar does waitstaff really benefit from cents they expect more seriously thats such about whole express counter service option food goes actually pretty good tried ribs appetizer first visit nice tender left little room pizza that time been back only times since slice lunch each time slices very filling like whole happy hour practically they offer free garlic knots with yelp checkins little greas undercooked this time last time they were much better others pictures dark golden brown knots from other yelpers what time honest slices kind expensive decent value with yelp check like garlic knots that perhaps create some slices specials that appeal those budget arent mood knots then feel even more traffic then does certainly back many business offer deal choices single yelp checkin screen	IkLAUX7lZIWqE9_YC66SRw	IkLAUX7lZIWqE9_YC66SRw	4	43046.12125	hZFzo6HD06gtj4J7O2ki_Q	4	Sentiment(polarity=0.17892101284958425, subjectivity=0.486583522297808)	0.0	-0.0011123470522803114
2403	0	0	sB09uaoPS2XsYOegfJQynA	defalcos absolute favorite places order back counter then take seat among shelves italian goodies they have many imported italian products that feel like back italy when there line long during lunchtime moves pretty fast look different wines meats cheeses desserts while wait staff friendly helpful portions huge very reasonably priced mission everything their menu favorites chicken parm perfect their italian roll cheesesteak both beef chicken fantastic italian combo sandwich purista good baguette pizza cannoli also fantastic stop here whenever area matter what time	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	42570.75890046296	9zpkawQZL-8qk_RpW6y2jA	0	Sentiment(polarity=0.17886363636363634, subjectivity=0.5672727272727273)	0.0	0.0
2886	0	0	ma45BB8mGAyWohBAxMFSGA	impossibly good italian deli middle desert huge sandwiches most incredible bread youve ever outside someone here times period feel especially compelled tell about their cheesesteak shit easily most decadent flavorful cheesesteak very long time live minutes outside philly still disbelief that they could pull something like that yours soft roll should also mention sausage peppers onion sandwich which really good suspect they make their sausage which elevates them superstar status book chicken parm sandwich dinner both equally good meatball sandwich deserves honorable mention well dont cold subs ones coming kitchen looked huge tasty perhaps will their pizza next time town	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	41012.06612268519	L0yksjKsJrvY6CBGGuX70Q	0	Sentiment(polarity=0.17856818181818176, subjectivity=0.5359999999999999)	0.0	0.0
1547	0	0	4yvn67Dz9fjxASKqCgXLJw	pizza steak cheese mushroom bread sandwich little over priced very good sandwich pizza little buttery butter would suggestion	gp9ZESRRNLqWfgJtEzPThA	gp9ZESRRNLqWfgJtEzPThA	4	43061.01113425926	eBKGegM7gTy5DngPHu9wZg	0	Sentiment(polarity=0.17833333333333332, subjectivity=0.5933333333333334)	0.0	0.0
8917	0	0	e4gBF-HgM8nE953svEKtaw	friends have taken glendale mellow mushroom several times always prety good pizza today tempe tried some other things menu bruschetta well portobello mushroom were pretty much drowning vinegar steak cheese calzone little disappointed steak time back well stick enjoying pizza great brews sure with that rate them higher	HjXI6lKGPVNQ8dYJPtaOCg	HjXI6lKGPVNQ8dYJPtaOCg	3	40735.24930555555	7pMwrYo1SPyNPzsYrhtn4Q	0	Sentiment(polarity=0.178125, subjectivity=0.5136574074074075)	0.0	0.0
4350	0	1	qmSDYUCFl7h2PF6GBKMhvQ	hopeful this place being awesome then just disappointed that just average pizza joint antipasto plate then pizza both items were just average thats about place whole just average would back happy hour because they some great deals craving pizza will head favs instead	0PMKMyfX1j7Nc4esk1RaMg	0PMKMyfX1j7Nc4esk1RaMg	3	40809.862337962964	ocB1WhramMTkICc5sZ1bUQ	0	Sentiment(polarity=0.17777777777777778, subjectivity=0.5666666666666667)	0.0	0.0
6771	0	7	JaxzZsuWkRtgxzznHaBeSw	know yelp occasionally throws surprise restaurant number particular city luckily pomo only five minute walk from sheraton downtown this range pizzeria looks from outside place half full sunday evening were seated immediately menu short dominated pizza could choose salad swordfish steak oven corner main dining area gives hint what should ordering drinks menu dominated italian wine there also pleasant addition draft beers stuck with pizza thin crust individual serving bellissimo base almost good would find naples itself tomato sauce natually sweet salami picante made most pheonixs dining options expected taking home doggy bags blink last slice long gone service would expect from place that head waitress kept without being overbearing manager came after meal gave rounds home made shots best restaurant phoenix sure about pomo correctly highly rated gives relaxed dining great pizza downtown phoenix	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	4	42191.63596064815	ifLMsGQBLwUnd1qk2FxN6g	0	Sentiment(polarity=0.17680555555555555, subjectivity=0.5001620370370371)	0.0	0.004449388209121246
6038	1	1	LktcW3GyCyedeEfD4iHYHQ	amazing delicious pizza gluten free cheat health diet when come here dont tell doctor cheese pizza simple soooo gooooooddddd they closed down location borgota because owner borgota moving businesses tearing down building condos feel those business owners anyways went location phoenix even though further because couldnt resist having cant wait until scottsdale open	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	41551.13884259259	FVEjFSlzkv-UIXawB3VGrA	1	Sentiment(polarity=0.17654320987654318, subjectivity=0.5261022927689595)	0.0	0.004449388209121246
3299	0	0	E4Jg0E63C_q5jrN_3ZEpHw	there many similar concepts there pieology them they great really like dough that they when come here always pesto basil sauce pizza then these fantastic vegetable options that they offer with grilled chicken they located across street from blaze same concept prefer their crust only thing would change here dont like coming from concentrate dispenser soda gosh sake other than that place really clean twyla love motivational sayings walls this place surrounded other restaurants shopping there many other strip malls close that house many points interest this newly exploding area with builds entertainment distant future this area might become destination point however craving some good come support local businesses #vino #vino utimate #vinosquared #irishcatv	WWWufR135GEXKynwYjLdGg	WWWufR135GEXKynwYjLdGg	3	42995.716527777775	TSThCn9RaHqYF1VknVTTRQ	0	Sentiment(polarity=0.17640151515151511, subjectivity=0.4889772727272727)	0.0	0.0
205	0	0	jkCS35Z9kJ71Kjcz-N7mAA	first experience with hungry howies years been impressed pleased when store opened nearby taste value paled when compared childhood memories food extremely greasy smaller portions than recalled while from debut experience tasty decent bang your buck love option flavored crust being complimentary sets apart from other budget pizza options enjoyed pepperoni pizza roll significantly smaller than remembered essentially strombolli options were steak pepperoni chicken being reluctant order steak chicken that sold that cheap finicky about meat quality pepperoni seemed safe that said impressed flaky perfectly browned crust love pizza sauce ordered with extra sauce while tasty roll very little sauce cheese luckily they sell portioned sides their sauce that worked fine next time splurge extra cheese would likely improve greatly this time ordered thin crust usually favorite unfortunatley this thin crust lacked texture flavor their original that surrounding sandwich eating without fork challenge however taste decent bacon beef mushroom were sparse onion plentiful will likely order from hungry howies again something cant live without wasnt terribly user friendly they entire order right even with special requests something rarity these days	VqX3HPsZxuxsPKaQIU3Ehw	VqX3HPsZxuxsPKaQIU3Ehw	3	43205.84407407408	A2ZI6WFkvhfzRV3A8nxMyA	0	Sentiment(polarity=0.17612318237318234, subjectivity=0.6655677655677656)	0.0	0.0
5094	0	1	0xWMx2hYm2DmwcqDdA3Biw	after reading reviews about this place thought would give things like point that makes this place worth anyone both price atmosphere while cannot dine fellow locals type personality really just this place lady behind counter very friendly helpful offering many different condiments heighten meal terms food girlfriend ordered just regular cheese pizza topped with bell peppers well medium wings both pizza wings were okay nothing write home about price really cant beat that mention much better than greasy fast food much more expensive than that after walking away with dollar meal feel well worth price cute decor will definitely again they serve iced here appeared freshly brewed previously read they only serve canned sodas this chain they must have since fixed that overseen	YDZRlB762hEebm2OyZISiQ	YDZRlB762hEebm2OyZISiQ	3	40181.08466435185	jc43UIR3B6fXy_p9kZBUFg	0	Sentiment(polarity=0.17604166666666665, subjectivity=0.46467948717948715)	0.0	0.0
1515	8	12	m53DbfQmZhZqMqom04T5bw	custom pizza less than like other similar custom pizza places fired offers unlimited toppings various sauces reasonable price there only size pizzas opposed pizza which sizes they offer salads pizza cookie dessert went with modified margherita pizza added artichoke thin crust dough toppings themselves went well together liked tomato sauce more chunky rather than paste based sauce think gave pizza more flavor texture crust itself little hard around edges which made hard rest pizza good crispness fountain drinks coke based they have wonderful selection china mist teas including favorite watermelon marula overall good experience	iNbAht5CVY4KH_cympbHMA	iNbAht5CVY4KH_cympbHMA	4	42537.682291666664	DK57YibC5ShBmqQl97CKog	16	Sentiment(polarity=0.17565789473684212, subjectivity=0.5460526315789473)	0.0	0.0
5824	0	1	zogWxn6z9qF-NKqMmQl4UQ	cool little pizza that lived close years never ventured into until recently just wanting pizza while watched game ended ordering from donilis donilis partnered with hourscom online ordering delivery takeout available website three dollar delivery charge since right around corner decided pick instead another down note website accepted american express when arrived owner said have charge card said trying website some reason hasnt been removed fortunately another card stuck wondering what wouldve happened gone with delivery menu some unique choices some international pizzas looked like theyd either really tasty really gross ordered veggie licious pizza with chicken pretty good great really appreciate fresh ingredients some reason didnt come together that well this certainly isnt pizza enjoyed would order over chain delivery places when compared many other options south scottsdale area donilis didnt really stand youre into looks this hangout when walked pick order there were about dozen people inside watching fight rather watch football september saturday each their	pt4YdbpVeU6P7j8g_Bvsmw	pt4YdbpVeU6P7j8g_Bvsmw	3	40812.64916666667	3cC726zwgerKNNasnidAww	1	Sentiment(polarity=0.17528935185185188, subjectivity=0.46962632275132266)	0.0	0.0
8873	0	1	8bvomq14AptmIIhhL_arqw	this pizza pretty cool bucks large always delivery which takes between hour hour half plus they always forget ranch always extreme pepperoni pizza because really good kinds different pepperoni also like that they have pepsi instead coke	0rjU_WK5HxoH1fIuEpTpcg	0rjU_WK5HxoH1fIuEpTpcg	3	43181.11164351852	vRJUVOSOOY4VeQkfiV6nIw	0	Sentiment(polarity=0.17465986394557825, subjectivity=0.6350340136054421)	0.0	0.0
